resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r328,primary,"Maia, L. F., de Oliveira, V. E., de Oliveira, M. E. R., Fleury, B. G., & de Oliveira, L. F. C.",2011,"Polyenic pigments from the Brazilian octocoral Phyllogorgia dilatata Esper, 1806 characterized by Raman spectroscopy",article,10.1002/jrs.3025,,
r329,primary,"Watling, L., Rowley, S. & Guinotte, J.",2013,The World’s largest known Gorgonian ,article,10.11646/zootaxa.3630.1.10 ,,
r330,primary,"Imbs, A. B., Latyshev, N. A., Zhukova, N. V., & Dautova, T. N. ",2007,Comparison of fatty acid compositions of azooxanthellate Dendronephthya and zooxanthellate soft coral species,article,10.1016/j.cbpb.2007.06.009,,
r331,primary,"Edgar, G.J",2000,Australian marine life. Revised edition. The plants and animals of temperate waters ,book,"ISBN: 1877069485, 9781877069482",,
r332,primary,"Humann, P.",1996,"Reef Coral Identification: Florida, Caribbean, Bahamas 3rd Edition (Reef Set (New World)",guide,ISBN: 187834854X,,
r333,primary,"Fabricius, K.E. & Alderslade, P.",2001,"Soft Corals and Sea Fans: A comprehensive guide to the tropical shallow water genera of the central-west Pacific, the Indian Ocean and the Red Sea.",guide,ISBN: 0 642 322104,,
r334,primary,"Lewis, J. C., & Wallis, E. V.",1991,"The Function of Surface Sclerites in Gorgonians (Coelenterata, Octocorallia)",article,10.2307/1542099,,
r335,primary,"Yogesh Kumar, J.S., Geetha, S., Raghunathan, C. & Sornaraj, R. ",2019,"Two new records of Dendronephthya octocorals (Family: Nephtheidae) from Andaman and Nicobar Islands, India ",article,,Indian Journal of Geo Marine Sciences ,"48 (03), 343-348 "
r336,primary,"Utinomi, H.",1958,"ON SOME OCTOCORALS FROM DEEP WATERS OF PROV. TOSA, SIKOKU. PUBLICATIONS OF THE SETO MARINE BIOLOGICAL LABORATORY 1958, 7(1): 89-110 ",article,10.5134/174598,,
r337,primary,"Molodtsova, T. N.",2013,Deep-sea mushroom soft corals (Octocorallia: Alcyonacea: Alcyoniidae) of the Northern Mid-Atlantic Ridge,article,10.1080/17451000.2012.750427,,
r338,primary,"Cairns, S. D., Stone, R. P., Moon, H. W., & Lee, J. H.",2018,"Primnoidae (Octocorallia: Calcaxonia) from the Emperor Seamounts, with
Notes on Callogorgia elegans (Gray, 1870)",article,10.2984/72.1.8,,
r339,primary,"Lam, K., & Morton, B.",2008,"Soft corals, sea fans, gorgonians (Octocorallia: Alcyonacea) and black and wire corals (Ceriantipatharia: Antipatharia) from submarine caves in Hong Kong with a checklist of local species and a description of a new species of Paraminabea",article,10.1080/00222930701862708,,
r340,primary,"Horvath, E.A.",2019,"A review of gorgonian coral species (Cnidaria, Octocorallia, Alcyonacea) held in the Santa Barbara Museum of Natural History research collection: focus on species from Scleraxonia, Holaxonia, and Calcaxonia – Part I: Introduction, species of Scleraxonia and Holaxonia (Family Acanthogorgiidae)",article,10.3897/zookeys.860.19961,,
r341,primary,"Moore, K. M., Alderslade, P., & Miller, K. J.",2017,"A taxonomic revision of Anthothela (Octocorallia: Scleraxonia: Anthothelidae) and related genera, with the addition of new taxa, using morphological and molecular data",article,10.11646/zootaxa.4304.1.1,,
r342,primary,"Sánchez, J. A.",2005,Systematics of the bubblegum corals (Cnidaria: Octocorallia: Paragorgiidae) with description of new species from New Zealand and the Eastern Pacific,article,10.11646/zootaxa.1014.1.1,,
r343,primary,"Lamare, V., & Weinberg, S.",2021,"DORIS, 22/02/2021 : Alcyonium acaule Marion, 1878",online identification guide, https://doris.ffessm.fr/ref/specie/91,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r344,primary,"Perrier, P., André, F., & Pean, M.",,"DORIS, 21/03/2021 : Alcyonium coralloides (Pallas, 1766),",online identification guide,https://doris.ffessm.fr/ref/specie/100,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r345,primary,"Perrin, M., Ader, D., & Prouzet, A.",2021,"DORIS, 26/01/2021 : Alcyonium digitatum Linnaeus, 1758",online identification guide,https://doris.ffessm.fr/ref/specie/267,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r346,primary,"Le Granché, P., & Müller, Y.",2020,"DORIS, 08/11/2020 : Alcyonium glomeratum (Hassal, 1843)",online identification guide, https://doris.ffessm.fr/ref/specie/271,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r347,primary,"Le Granché, P",2022,"DORIS, 02/04/2022 : Alcyonium hibernicum(Renouf, 1931)",online identification guide,https://doris.ffessm.fr/ref/specie/4311,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r348,primary,"André, F., La Riviere, M., & Pean, M.",2021,"DORIS, 30/01/2021 : Alcyonium palmatum Pallas, 1766",online identification guide,https://doris.ffessm.fr/ref/specie/1485,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r349,primary,"Fey, L., & Maran, V.",2022,"DORIS, 06/01/2022 : Gersemia rubiformis(Ehrenberg, 1834)",online identification guide, https://doris.ffessm.fr/ref/specie/1581,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r350,primary,"Weinberg, S., & Corolla, J.-P.",2020,"DORIS, 30/10/2020 : Maasella edwardsi (de Lacaze-Duthiers, 1888)",online identification guide,https://doris.ffessm.fr/ref/specie/288,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r351,primary,"Girard, P., Weinberg, S., & Maran, V.",2022,"DORIS, 10/09/2022 : Paralcyonium spinulosum Delle Chiaje, 1822",online identification guide, https://doris.ffessm.fr/ref/specie/2725,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r352,primary,"Girard, P., Müller, Y. & Maran, V.",2020,"DORIS, 05/12/2020 : Annella mollis (Nutting, 1910)",online identification guide,https://doris.ffessm.fr/ref/specie/2253,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r353,primary,"Girard, P., Müller, Y. & Maran, V.",2022,"DORIS, 10/09/2022 : Annella reticulata (Ellis & Solander, 1786)",online identification guide,https://doris.ffessm.fr/ref/specie/3778,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r354,primary,"Reguieg, A., Kupfer, M., Dumas, J., & Sittler, A.-P.",2020,"DORIS, 30/10/2020 : Corallium rubrum (Linnaeus, 1758)",online identification guide,https://doris.ffessm.fr/ref/specie/308,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r355,primary,"Oms, R., Goyeau, A., & Prouzet, A.",2021,"DORIS, 01/02/2021 : Erythropodium caribaeorum (Duchassaing & Michelotti, 1860)",online identification guide,https://doris.ffessm.fr/ref/specie/1275,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r356,primary,"Dumas, J., Ader, D., Maran, V., & Sittler, A.-P.",2020,"DORIS, 30/10/2020 : Eunicella cavolini (Koch, 1887)",online identification guide,https://doris.ffessm.fr/ref/specie/247,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r357,primary,"Dumas, J., Maran, V., Ader, D., & Huet, S.",2022,"DORIS, 12/03/2022 : Eunicella singularis (Esper, 1791)",online identification guide, https://doris.ffessm.fr/ref/specie/239,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r358,primary,"Dumas, J., Maran, V., Ader, D., & Huet, S.",2022,"DORIS, 07/01/2022 : Eunicella verrucosa (Pallas, 1766)",online identification guide,https://doris.ffessm.fr/ref/specie/235,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r359,primary,"Prouzet, A., & Philippot, V.",2021,"DORIS, 01/02/2021 : Iciligorgia schrammi Duchassaing, 1870",online identification guide,https://doris.ffessm.fr/ref/specie/2821,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r360,primary,"Dumas, J., Ader, D., Maran, V., & Huet, S.",2022,"DORIS, 12/03/2022 : Leptogorgia sarmentosa (Esper, 1789)",online identification guide,https://doris.ffessm.fr/ref/specie/253,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r361,primary,"Girard, P., Müller, Y., & Maran, V.",2017,"DORIS, 30/11/2017 : Melithaea caledonica Grasshoff, 1999",online identification guide,https://doris.ffessm.fr/ref/specie/3757,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r362,primary,"Prouzet, A., & Dumas, J.",2021,"DORIS, 04/02/2021 : Melithaea ochracea (Linnaeus, 1758)",online identification guide,https://doris.ffessm.fr/ref/specie/3756,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r363,primary,"Dumas, J., Maran, V., Ader, D., & Huet, S.",2022,"DORIS, 12/03/2022 : Paramuricea clavata (Risso, 1826)",online identification guide,https://doris.ffessm.fr/ref/specie/223,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r364,primary,"Jeglot, S., & Weinberg, S.",2022,"DORIS, 05/03/2022 : Cavernularia pusilla (Philippi, 1835)",online identification guide,https://doris.ffessm.fr/ref/specie/4690,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r365,primary,"Vassard, E., Sittler, A.-P., & Reguieg, A.",2020,"DORIS, 06/11/2020 : Pennatula rubra (Ellis, 1761)",online identification guide,https://doris.ffessm.fr/ref/specie/930,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r366,primary,"Jeglot, S., Arguel, M.-J., & Weinberg, S.",2020,"DORIS, 15/11/2020 : Pteroeides griseum (Bohadsch, 1761)",online identification guide,https://doris.ffessm.fr/ref/specie/4537,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r367,primary,"Deschomets, Y., Jeglot, S., Weinberg, S., & Didierlaurent, S.",2022,"DORIS, 22/01/2022 : Veretillum cynomorium (Pallas, 1766)",online identification guide,https://doris.ffessm.fr/ref/specie/844,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r368,primary,"Jeglot, S., Arguel, M.-J., & Weinberg, S.",2020,"DORIS, 14/11/2020 : Virgularia mirabilis (Müller, 1776)",online identification guide,https://doris.ffessm.fr/ref/specie/4538,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r369,primary,"Dumas, J., André, F., & Huet, S.",2022,"DORIS, 07/01/2022 : Clavularia crassa (Milne Edwards, 1848)",online identification guide,https://doris.ffessm.fr/ref/specie/841,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r370,primary,"André, F., & Weinberg, S.",2021,"DORIS, 25/01/2021 : Cornularia cornucopiae (Pallas, 1766)",online identification guide,https://doris.ffessm.fr/ref/specie/3343,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r371,primary,"André, F., & Weinberg, S.",2021,"DORIS, 25/01/2021 : Sarcodictyon catenatum Forbes, 1847",online identification guide,https://doris.ffessm.fr/ref/specie/3320,DORIS: Données d'Observations pour la Reconnaissance et l'Identification de la faune et la flore Subaquatiques,
r372,primary,"Larkin, M. F., Davis, T. R., Harasti, D., Cadiou, G., Poulos, D. E., & Smith, S. D.",2021,The rapid decline of an Endangered temperate soft coral species,article,10.1016/j.ecss.2021.107364,,
r373,primary,IUCN,2022, IUCN. 2022.The IUCN Red List of Threatened Species.,online scientific dataset,,,
r374,primary,"Trowbridge, C. D., Little, C., Ferrenburg, L. S., Resk, H. M., Kachmarik, K., Plowman, C. Q., ... & McAllen, R.",2016,Shallow subtidal octocorals in an Irish marine reserve,article,10.1007/s12526-016-0450-0,,
r375,primary,"Horvath, E. A., & Stone, R. P.",2018,Another unusual new gorgonian (Anthozoa: Octocorallia: Plexauridae) from the Aleutian Islands of Alaska,article,10.11646/zootaxa.4524.1.8,,
r376,primary,"Cordeiro, R., & McFadden, C.",2022,World List of Octocorallia,online scientific dataset,10.48580/dfqc-3d2,"In O. Bánki, Y. Roskov, M. Döring, G. Ower, L. Vandepitte, D. Hobern, D. Remsen, P. Schalk, R. E. DeWalt, M. Keping, J. Miller, T. Orrell, R. Aalbu, R. Adlard, E. M. Adriaenssens, C. Aedo, E. Aescht, N. Akkari, S. Alexander, et al., Catalogue of Life Checklist (ver. (09/2022))",
r377,primary,"Fabricius, K.E.",2011,Octocorallia,book chapter,10.1007/978-90-481-2639-2_35,"In: Hopley, D. (eds) Encyclopedia of Modern Coral Reefs. Encyclopedia of Earth Sciences Series. Springer, Dordrecht.",
r378,primary,"Halász, A. N. N. A., McFadden, C. S., Toonen, R., & Benayahu, Y. ",2019,"Re-description of type material of Xenia Lamarck, 1816 (Octocorallia: Xeniidae)",article,10.11646/zootaxa.4652.2.1,,
r379,primary,"Picton, B.E. & Morrow, C.C.",2016," Cervera cf. atlantica (Johnson, 1861). [In] Encyclopedia of Marine Life of Britain and Ireland",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10110 Accessed on 2022-10-13,,
r380,primary,"Picton, B.E. & Morrow, C.C.",2016,"Sarcodictyon catenatum Forbes, 1847. [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10170 Accessed on 2022-10-13,,
r381,primary,"Picton, B.E. & Morrow, C.C.",2016,"Alcyonium digitatum Linnaeus, 1758. [In] Encyclopedia of Marine Life of Britain and Ireland",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10240 Accessed on 2022-10-13,,
r382,primary,"Picton, B.E. & Morrow, C.C.",2016,"Alcyonium glomeratum (Hassall, 1843). [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10250 Accessed on 2022-10-13,,
r383,primary,"Picton, B.E. & Morrow, C.C.",2016,"Alcyonium hibernicum (Renouf, 1931). [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10300 Accessed on 2022-10-13,,
r384,primary,"Picton, B.E. & Morrow, C.C.",2016,"Swiftia pallida Madsen, 1970. [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10370 Accessed on 2022-10-13,,
r385,primary,"Picton, B.E. & Morrow, C.C.",2016,"Eunicella verrucosa (Pallas, 1766). [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10430 Accessed on 2022-10-13,,
r386,primary,"Picton, B.E. & Morrow, C.C.",2016,"Funiculina quadrangularis (Pallas, 1766). [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10500 Accessed on 2022-10-13,,
r387,primary,"Picton, B.E. & Morrow, C.C.",2016,"Virgularia mirabilis (O F Müller, 1776). [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10560 Accessed on 2022-10-13,,
r388,primary,"Picton, B.E. & Morrow, C.C.",2016,"Pennatula phosphorea Linnaeus, 1758. [In] Encyclopedia of Marine Life of Britain and Ireland.",online identification guide,http://www.habitas.org.uk/marinelife/species.asp?item=D10670 Accessed on 2022-10-13,,
r389,primary,"van Ofwegen, L.P.",2007,Towards a revision of the nephtheidae (coelenterata: octocorallia),PhD thesis,https://hdl.handle.net/1887/12428,"PhD thesis, Faculty of Science , Leiden University",
r390,primary,"Grossowicz, M., Shemesh, E., Martinez, S., Benayahu, Y., & Tchernov, D.",2020,New evidence of Melithaea erythraea colonization in the Mediterranean,article,10.1016/j.ecss.2020.106652,,
r392,primary,"van Ofwegen, L.P.",1987,Melithaeidae (Coelenterata: Anthozoa) from the Indian Ocean and the Malay Archipelago,article,https://repository.naturalis.nl/pub/317750/ZV1987239001.pdf,Zoologische Verhandelingen,39: 1–57.
r393,primary,"van Ofwegen, L.P.",1989,"On Wrightella coccinea (Ellis & Solander, 1786) and Wrightella stiasnyi spec. nov. (Anthozoa: Gorgonacea: Melithaeidae). ",article,https://repository.naturalis.nl/pub/317963/ZM1989063003.pdf,Zoologische Mededelingen,"63(3), 27–34."
